age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,previous,poutcome,Target,age_group
45,0,1,1,0,46,1,0,0,234,1,0,3,0,5
30,7,1,1,0,-111,1,0,0,154,1,0,3,0,2
29,3,2,1,0,4537,1,0,1,29,1,0,3,0,2
40,4,1,2,0,710,1,0,0,266,1,2,0,0,4
53,4,0,2,0,2894,1,0,0,163,1,0,3,0,7
47,6,1,0,0,3363,0,0,0,382,1,0,3,0,5
37,0,0,1,0,0,1,1,0,358,1,0,3,0,3
24,0,2,1,0,-386,1,0,0,180,1,0,3,0,1
46,0,2,2,0,2889,1,0,0,494,1,0,3,1,5
30,1,2,1,0,80,1,1,0,145,1,4,0,0,2
32,4,2,2,0,112,1,0,0,118,1,0,3,0,2
36,1,1,0,0,378,1,0,0,1240,1,0,3,1,3
44,7,0,1,0,-368,1,0,0,895,1,0,3,1,5
37,7,1,1,0,4430,1,0,0,175,1,0,3,0,3
33,4,1,2,0,0,1,0,0,301,1,1,0,0,3
53,9,1,2,0,431,1,0,0,55,1,1,0,0,7
32,0,2,1,0,12,1,0,0,242,1,2,0,0,2
55,4,0,2,0,2625,1,0,0,286,1,3,0,0,7
35,9,2,3,0,726,1,0,0,163,1,0,3,0,3
42,4,1,2,0,1272,1,0,0,117,1,1,0,0,4
35,8,2,1,0,188,1,0,0,863,1,8,2,1,3
42,0,2,1,0,151,1,0,1,227,3,0,3,0,4
52,0,1,0,0,576,1,0,0,139,1,1,0,0,6
43,1,1,1,0,130,0,0,0,156,1,3,0,0,5
46,0,1,1,0,3145,1,0,0,28,1,0,3,0,5
36,1,2,1,0,767,1,0,0,62,1,2,1,0,3
35,4,2,2,0,1,1,0,0,80,1,1,0,0,3
53,6,0,2,0,513,1,0,0,17,3,0,3,0,7
30,1,1,1,0,61,1,0,0,525,1,0,3,1,2
35,1,1,0,0,147,1,0,0,358,1,3,0,0,3
53,9,0,1,0,258,1,1,0,48,2,0,3,0,7
37,1,1,1,0,288,1,0,0,159,6,0,3,0,3
29,0,2,1,0,0,1,0,0,187,1,1,1,0,2
41,1,2,1,0,537,1,0,0,233,1,0,3,0,4
35,0,1,1,0,3854,1,0,0,131,1,0,3,0,3
48,1,2,1,0,0,1,0,0,95,1,0,3,0,6
32,9,1,2,0,52,1,1,0,188,1,0,3,0,2
30,4,2,2,0,0,1,0,0,381,1,7,0,0,2
52,4,1,2,0,2549,1,0,0,604,1,0,3,0,6
58,0,1,1,0,2160,1,1,0,1090,1,0,3,1,8
54,1,1,0,0,714,0,0,0,225,1,0,3,0,7
35,0,1,1,0,561,1,0,0,168,2,0,3,0,3
38,0,0,1,0,930,1,0,0,46,1,0,3,0,4
26,4,1,2,0,784,1,1,0,247,2,2,0,0,1
32,6,2,2,0,721,1,0,0,323,1,0,3,0,2
51,4,1,2,0,630,1,0,0,138,1,0,3,0,6
31,9,2,1,0,271,1,0,0,269,1,0,3,0,2
41,10,1,1,0,0,1,1,0,400,1,0,3,1,4
23,1,2,1,0,336,1,0,0,500,1,0,3,0,1
57,5,0,2,0,0,1,0,0,180,1,0,3,0,7
26,0,2,2,0,6,1,0,0,171,1,0,3,0,1
59,0,0,0,0,191,1,0,0,252,1,0,3,0,8
47,7,2,1,0,33,1,0,0,298,1,0,3,0,5
25,0,2,2,0,1141,1,0,0,718,1,1,0,0,1
26,8,2,1,0,2572,1,0,0,620,1,0,3,0,1
22,8,2,1,0,562,1,0,0,147,1,0,3,0,0
27,4,2,1,0,0,1,0,0,239,1,0,3,0,1
39,1,1,0,0,579,1,1,0,98,4,0,3,0,4
30,1,2,1,0,1073,1,0,0,1130,4,0,3,0,2
27,10,2,1,0,268,1,0,0,188,1,0,3,0,1
37,7,0,1,0,726,1,0,0,136,2,2,1,0,3
30,7,2,1,0,572,1,0,0,237,1,4,1,0,2
37,4,1,2,0,658,1,0,0,838,1,0,3,1,3
66,0,2,1,0,10177,0,0,0,272,4,0,3,0,9
33,1,1,1,0,23,1,0,0,173,1,0,3,0,3
35,4,1,1,0,2311,1,0,0,659,1,1,0,0,3
29,1,2,1,0,-16,1,1,0,201,1,0,3,0,2
30,0,1,1,0,182,1,1,0,143,1,1,0,0,2
30,9,2,1,0,237,1,0,0,39,1,0,3,0,2
37,1,1,0,0,0,1,0,0,108,1,2,0,0,3
41,2,1,2,0,121,1,0,0,456,1,1,0,0,4
32,4,2,2,0,0,1,0,0,196,1,0,3,0,2
34,1,0,1,0,0,1,0,0,150,1,0,3,0,3
38,9,1,1,0,54,1,1,0,236,1,2,0,0,4
33,0,1,1,0,30,1,0,1,125,2,0,3,0,3
23,10,2,1,0,-503,1,0,0,92,1,4,1,0,1
33,6,1,2,0,210,1,0,0,84,1,1,0,0,3
24,8,2,1,0,547,0,0,1,60,1,0,3,0,1
30,1,1,1,0,203,1,0,0,18,6,0,3,0,2
31,7,2,1,0,187,1,0,0,241,1,1,0,0,2
29,9,2,1,1,-368,1,0,0,151,1,0,3,0,2
33,1,0,0,0,1022,1,0,0,154,1,0,3,0,3
34,4,1,2,0,188,0,0,0,399,1,0,3,0,3
27,2,2,1,0,376,1,1,0,273,1,0,3,0,1
51,0,1,0,0,2,1,0,0,295,1,0,3,0,6
27,2,2,1,0,77,1,1,0,123,1,0,3,0,1
27,9,2,1,0,1996,1,0,0,345,1,0,3,0,1
25,9,2,1,0,1833,1,0,0,323,2,0,3,0,1
30,4,2,2,0,6392,1,0,0,335,1,0,3,0,2
32,1,2,0,0,2829,1,0,0,26,1,0,3,0,2
27,9,2,1,0,740,1,0,0,294,1,0,3,0,1
26,9,1,1,0,18,1,1,0,138,1,0,3,0,1
38,1,2,1,0,2032,1,0,0,87,4,2,0,0,4
41,4,1,1,0,6,0,0,0,123,1,0,3,0,4
23,9,2,1,0,632,1,0,0,248,1,0,3,0,1
57,5,1,1,0,0,1,0,0,127,1,4,0,0,7
34,4,0,2,0,1,1,0,0,106,1,3,1,0,3
33,0,2,2,0,1371,1,0,0,362,1,0,3,0,3
40,9,2,2,0,47,1,0,0,159,1,1,0,0,4
31,4,1,2,0,451,1,0,0,67,1,0,3,0,2
48,0,0,1,0,-513,1,0,0,54,4,1,1,0,6
40,1,2,1,0,411,1,0,0,197,1,0,3,0,4
36,4,0,2,0,668,1,0,0,623,1,0,3,0,3
28,7,1,1,0,0,1,0,0,335,2,8,0,0,2
27,9,2,2,0,75,1,1,0,308,1,1,0,0,1
39,3,1,1,0,1372,1,1,0,206,1,1,0,0,4
43,1,1,0,0,2598,0,0,0,272,2,0,3,0,5
39,4,1,2,0,0,1,0,0,811,2,0,3,1,4
28,6,1,2,0,112,1,1,0,145,1,0,3,0,2
41,1,0,1,0,257,1,0,0,442,2,0,3,0,4
31,1,2,1,0,196,1,0,0,568,1,7,0,1,2
30,1,2,0,0,253,1,0,0,259,1,0,3,1,2
42,4,1,2,0,3718,1,0,0,42,1,2,0,0,4
27,1,1,0,0,1,1,0,0,49,2,0,3,0,1
56,1,0,0,0,0,1,0,0,313,1,0,3,0,7
46,0,1,1,0,517,1,0,0,29,3,0,3,0,5
28,1,1,1,0,1590,0,0,0,78,4,0,3,0,2
29,2,1,1,0,178,1,0,0,231,4,0,3,0,2
29,7,2,1,0,197,1,0,0,19,2,0,3,0,2
30,7,1,1,0,253,1,0,0,235,2,0,3,0,2
33,6,2,2,0,94,1,0,0,955,2,0,3,1,3
33,4,2,2,0,12686,1,0,0,470,2,2,0,0,3
34,1,1,1,0,393,1,0,0,11,9,0,3,0,3
31,1,2,1,0,350,1,0,0,383,5,0,3,0,2
28,1,1,1,0,-25,1,0,0,58,2,0,3,0,2
31,4,2,2,0,130,1,0,0,155,1,0,3,0,2
47,9,1,1,0,232,1,0,0,166,2,1,0,0,5
39,0,2,1,0,782,1,0,0,542,4,11,1,0,4
47,1,1,0,0,-301,1,0,0,277,1,0,3,0,5
33,7,1,1,0,255,1,1,0,237,4,4,0,0,3
40,7,1,1,0,0,1,0,0,184,1,2,0,0,4
31,7,2,1,0,3677,1,0,0,325,2,0,3,0,2
32,0,2,1,0,98,1,0,0,360,1,2,0,0,2
35,4,2,3,0,121,1,0,0,245,5,0,3,0,3
51,2,1,2,0,3921,1,0,0,168,1,0,3,0,6
43,4,0,2,0,1133,1,0,0,131,1,0,3,0,5
33,0,1,1,0,258,1,0,0,37,1,0,3,0,3
40,1,1,1,0,617,1,0,0,257,1,0,3,0,4
45,0,2,1,0,-11,1,0,0,247,1,0,3,0,5
36,1,1,1,0,108,1,0,0,348,1,0,3,0,3
41,1,1,1,0,992,1,1,0,335,1,3,0,0,4
42,0,2,1,0,0,1,0,0,127,1,0,3,0,4
47,4,1,2,0,1649,1,0,0,217,2,0,3,0,5
41,1,0,0,0,169,1,0,0,71,1,0,3,0,4
35,0,1,1,0,1,1,1,0,58,1,0,3,0,3
32,9,0,2,0,75,0,0,0,104,3,9,0,0,2
41,1,1,0,0,-441,1,0,0,352,1,0,3,0,4
44,10,1,1,0,0,0,0,0,398,2,4,0,0,5
32,4,2,2,0,11,1,1,0,399,1,0,3,0,2
35,4,1,2,0,1432,1,0,0,54,3,0,3,0,3
37,0,2,1,0,686,1,0,0,253,3,2,0,0,3
35,4,1,2,0,0,1,0,0,310,1,0,3,0,3
30,6,2,1,0,280,0,0,1,92,3,0,3,0,2
37,9,1,2,0,3043,1,0,0,249,1,1,0,0,3
37,1,1,0,0,-738,1,0,0,303,1,0,3,0,3
37,7,0,1,0,731,1,0,0,160,1,0,3,0,3
43,4,1,1,0,-100,1,0,0,227,1,0,3,0,5
33,1,1,0,0,415,1,0,0,316,1,4,2,0,3
54,9,1,1,0,-258,1,0,0,65,3,1,1,0,7
31,7,2,1,0,3,1,0,0,41,1,0,3,0,2
35,7,2,1,0,1239,1,0,0,60,2,1,0,0,3
53,0,0,1,0,0,1,0,0,246,1,1,0,0,7
44,1,2,0,0,38,1,0,0,157,4,0,3,0,5
56,9,1,1,0,170,1,0,0,200,2,4,1,0,7
43,1,1,1,0,-755,1,1,0,162,1,1,0,0,5
34,7,0,1,0,-258,1,0,0,259,1,0,3,0,3
31,0,1,1,0,33,1,0,0,290,2,0,3,0,2
54,2,1,1,0,0,1,0,0,387,2,1,0,0,7
47,9,1,1,0,57,0,0,0,253,1,1,2,0,5
35,2,1,2,0,0,0,0,0,74,1,4,0,0,3
45,7,0,1,0,343,1,0,0,301,2,0,3,0,5
39,4,0,2,0,224,1,0,0,106,1,0,3,0,4
35,4,1,2,0,76,0,0,0,283,1,9,0,0,3
42,9,1,1,0,89,1,0,0,159,1,0,3,0,4
32,0,0,1,0,-273,1,0,0,64,1,0,3,0,2
53,7,1,0,0,171,1,1,0,343,4,6,1,0,7
33,9,0,1,0,1480,1,0,0,223,1,0,3,0,3
51,9,2,1,0,-463,1,0,0,496,1,3,0,0,6
44,1,1,1,0,0,0,0,0,113,2,0,3,0,5
41,0,0,2,0,-298,1,0,0,397,1,0,3,0,4
27,4,2,2,0,218,1,0,0,876,1,0,3,0,1
35,9,1,1,0,784,1,0,0,101,2,0,3,0,3
48,7,2,1,0,0,1,1,0,334,1,0,3,0,6
41,4,1,2,0,326,1,0,0,788,1,0,3,1,4
47,0,1,1,0,769,1,0,0,183,1,2,0,0,5
43,7,1,1,0,122,1,0,0,355,2,0,3,0,5
44,7,1,1,0,-395,1,0,0,894,1,0,3,1,5
27,2,2,2,0,2159,1,0,0,1101,1,0,3,0,1
39,1,2,1,0,290,1,0,0,128,1,1,1,0,4
25,8,2,1,0,293,1,0,1,170,2,0,3,0,1
48,0,1,1,0,-582,1,0,0,325,2,0,3,0,6
43,9,0,1,0,0,1,0,0,150,2,2,0,0,5
35,7,1,1,0,27,1,1,0,442,2,3,0,0,3
50,1,1,1,0,716,1,0,0,444,2,0,3,0,6
45,4,1,2,0,7620,1,0,0,85,8,0,3,0,5
46,4,1,2,0,1217,1,0,0,83,9,2,1,0,5
55,7,1,1,0,-626,1,1,0,369,2,5,0,0,7
39,0,0,1,0,676,1,0,0,281,2,0,3,0,4
45,0,1,1,0,251,1,0,0,304,2,2,0,0,5
32,4,1,2,0,4761,1,0,0,159,2,2,0,0,2
46,1,1,3,0,9328,1,0,0,725,3,0,3,1,5
38,7,1,1,0,0,1,0,0,263,2,0,3,0,4
33,4,1,2,0,8339,1,0,0,335,2,5,1,0,3
30,4,1,2,0,6432,1,0,0,334,6,5,0,0,2
31,0,1,1,0,368,1,0,0,414,5,3,1,0,2
37,0,2,2,0,0,1,0,0,342,2,0,3,0,3
59,1,1,1,0,5314,1,0,0,200,3,0,3,0,8
44,4,0,2,0,0,1,1,0,297,2,1,0,0,5
34,1,1,0,0,6352,1,0,0,338,4,2,1,0,3
30,7,1,2,0,6,1,0,0,279,2,2,0,0,2
31,9,0,1,0,345,1,0,0,318,3,0,3,0,2
37,0,1,1,0,176,1,0,0,147,2,1,0,0,3
48,1,1,1,0,2345,1,1,0,306,2,0,3,0,6
35,3,1,1,0,738,1,0,0,81,9,0,3,0,3
51,4,1,3,0,914,1,0,0,176,2,3,0,0,6
30,9,2,1,0,-522,1,1,0,670,2,6,0,1,2
25,8,2,1,0,703,0,0,0,1100,3,0,3,0,1
35,7,0,1,0,67,1,0,0,192,2,0,3,0,3
45,0,2,1,0,341,1,1,0,77,2,0,3,0,5
48,9,2,2,0,104,1,0,0,124,2,1,1,0,6
19,8,2,1,0,291,0,0,1,291,5,0,3,0,0
36,9,2,1,0,103,1,0,0,122,2,2,0,0,3
39,1,2,1,0,519,1,1,0,180,3,15,0,0,4
52,9,1,1,0,221,1,0,0,178,2,3,0,0,6
51,1,1,0,0,565,1,1,0,157,7,3,0,0,6
37,4,1,2,0,8564,1,0,0,211,2,1,0,0,3
35,0,1,1,0,1286,1,0,0,862,3,1,1,1,3
42,1,1,1,0,2152,1,0,0,319,2,1,0,0,4
61,5,0,1,0,0,0,0,0,272,3,0,3,0,8
24,0,2,2,0,805,1,0,0,169,2,0,3,0,1
40,4,2,1,0,906,1,0,0,67,4,0,3,0,4
43,1,1,0,0,-111,1,0,0,75,7,0,3,0,5
43,9,0,1,0,305,1,0,0,674,2,4,0,0,5
42,7,2,1,0,241,1,0,0,704,2,0,3,0,4
32,1,1,1,0,34,1,0,0,321,2,0,3,0,2
27,0,1,1,0,3160,1,0,0,209,5,1,0,0,1
28,7,0,1,0,6,1,1,0,211,2,23,1,0,2
53,7,1,0,0,2618,1,0,0,185,2,2,0,0,7
38,7,1,1,0,129,1,0,0,205,2,0,3,0,4
45,4,1,2,0,0,1,0,0,469,2,1,0,0,5
43,4,1,2,0,176,1,0,0,253,2,1,0,0,5
31,9,2,1,0,4888,1,0,1,475,4,2,0,0,2
41,1,1,1,0,440,1,0,0,523,1,2,0,0,4
30,4,2,2,0,61,1,0,1,36,7,5,1,0,2
29,4,2,2,0,2799,1,0,0,371,2,0,3,0,2
41,7,1,3,0,394,1,0,0,52,3,0,3,0,4
34,9,2,1,0,513,1,0,0,165,3,5,1,0,3
50,1,1,1,0,253,1,1,0,475,2,0,3,0,6
28,9,2,2,0,75,1,1,0,233,2,0,3,0,2
27,0,2,2,0,1993,1,0,0,102,5,0,3,0,1
35,0,1,0,0,-229,1,0,0,176,1,0,3,0,3
42,7,1,1,0,96,1,0,0,238,3,2,0,0,4
47,9,1,0,0,434,1,1,0,278,1,0,3,0,5
31,0,2,1,0,140,1,1,0,111,1,0,3,0,2
54,1,1,0,0,1357,1,1,0,305,5,7,1,0,7
30,1,2,1,0,-390,1,0,0,275,1,0,3,0,2
36,9,0,0,0,-127,1,0,0,320,1,0,3,0,3
33,4,2,2,0,0,1,0,1,399,2,5,1,0,3
56,4,1,2,0,0,1,0,1,259,2,0,3,0,7
29,10,2,2,0,150,1,0,0,165,1,0,3,0,2
37,0,2,1,0,597,1,0,0,126,1,0,3,0,3
36,9,2,1,0,7503,1,0,1,193,1,1,0,0,3
36,1,1,1,0,0,1,0,0,189,1,0,3,0,3
47,2,1,2,0,0,0,0,0,418,3,0,3,0,5
44,1,1,0,0,0,1,0,1,408,2,1,0,0,5
37,4,0,2,0,0,1,0,0,74,8,11,0,0,3
32,1,2,1,0,127,1,0,0,195,1,0,3,0,2
56,4,1,2,0,505,1,1,0,221,1,3,0,0,7
46,9,1,2,0,342,1,1,0,84,1,0,3,0,5
29,9,2,2,0,41,1,1,0,151,1,0,3,0,2
38,9,1,1,0,414,1,0,0,147,1,0,3,0,4
30,1,1,0,0,-327,1,1,0,305,1,7,1,0,2
35,1,1,1,0,225,1,0,0,160,7,2,0,0,3
41,1,1,0,0,-7,1,0,0,104,2,2,0,0,4
39,7,1,1,0,-311,1,0,0,55,2,2,1,0,4
37,9,2,1,0,5436,1,0,0,7,11,1,0,0,3
35,4,2,2,0,107,1,0,0,142,3,0,3,0,3
31,9,2,2,0,645,1,0,0,14,6,0,3,0,2
49,1,1,1,0,8545,1,1,0,199,7,1,0,0,6
46,4,1,2,0,523,1,0,0,105,4,2,0,0,5
59,5,1,0,0,1064,1,0,0,88,2,0,3,0,8
30,4,1,2,0,94,1,0,0,87,1,0,3,0,2
37,4,1,2,0,0,1,0,0,149,1,12,2,0,3
37,1,1,0,0,1222,1,0,0,206,1,0,3,0,3
47,1,1,1,0,235,1,0,0,121,1,0,3,0,5
49,1,1,1,0,2039,1,0,0,451,1,2,0,1,6
52,7,0,1,0,12,1,0,0,78,1,1,0,0,6
35,1,1,1,0,5417,1,0,0,303,1,0,3,0,3
35,0,0,1,0,404,1,0,0,438,1,0,3,0,3
54,4,1,0,1,0,1,1,0,95,1,0,3,0,7
35,4,1,2,0,0,1,1,0,113,1,1,1,0,3
60,1,1,0,0,6271,1,0,0,210,2,5,0,0,8
51,2,1,3,0,2396,1,0,0,241,2,0,3,0,6
40,0,0,1,0,83,1,0,0,327,1,6,0,0,4
34,1,1,1,0,649,1,0,0,224,1,1,1,0,3
40,1,1,0,0,-234,1,0,0,275,1,0,3,0,4
49,4,1,2,0,489,1,0,0,65,1,1,0,0,6
53,6,1,1,0,-488,1,0,0,207,1,1,0,0,7
44,4,0,2,0,3,0,0,0,248,1,0,3,0,5
34,9,2,1,0,22,1,0,0,197,1,0,3,0,3
27,0,1,1,0,710,1,1,0,653,1,2,2,1,1
40,7,1,1,0,1438,1,0,0,207,1,2,0,0,4
50,9,1,1,0,0,1,0,0,327,1,1,1,0,6
36,7,1,1,0,0,1,0,0,215,3,3,0,0,3
23,0,2,1,0,589,1,0,0,62,1,0,3,0,1
45,1,1,0,0,1558,1,0,0,179,1,0,3,0,5
32,0,1,1,0,59,1,0,0,345,1,0,3,0,2
37,9,1,1,0,1784,1,0,0,372,1,0,3,0,3
34,0,2,2,0,18,1,0,0,285,1,17,1,0,3
39,0,1,1,0,1101,1,0,0,128,3,0,3,0,4
39,0,2,1,0,4917,1,1,0,26,1,0,3,0,4
46,1,2,0,0,501,1,0,0,207,1,0,3,0,5
30,6,1,2,1,-1083,1,0,0,401,1,2,0,0,2
39,9,0,2,1,3,0,0,0,488,1,0,3,1,4
42,9,1,1,0,122,1,0,0,74,2,0,3,0,4
58,4,1,2,0,0,1,1,0,293,1,2,0,0,8
24,1,2,1,0,1857,1,0,0,473,4,0,3,0,1
29,1,1,0,0,111,1,0,0,14,11,0,3,0,2
31,7,1,1,0,1783,1,1,0,219,1,0,3,0,2
53,2,0,2,0,81,1,0,0,178,5,3,0,0,7
33,4,2,2,0,4835,0,0,0,362,2,0,3,0,3
35,7,1,1,0,0,1,0,0,343,3,1,0,0,3
29,7,2,1,0,2,1,0,0,403,4,0,3,0,2
32,6,2,2,0,0,1,0,0,767,1,0,3,1,2
57,5,1,0,0,0,1,0,0,62,2,2,0,0,7
38,9,2,1,0,1019,1,0,0,249,1,0,3,0,4
27,4,2,2,0,2559,1,0,0,227,1,0,3,0,1
56,4,1,2,0,563,1,0,0,100,2,1,0,0,7
42,4,1,1,0,275,1,0,0,139,6,0,3,0,4
44,2,1,0,0,650,1,0,0,142,2,0,3,0,5
26,7,2,1,0,-481,1,1,0,595,5,0,3,0,1
37,2,1,1,0,0,1,1,0,160,2,0,3,0,3
32,1,2,1,0,1143,1,1,0,132,1,1,0,0,2
31,7,2,1,0,864,1,0,0,100,1,0,3,0,2
36,0,0,1,0,50,1,0,0,222,1,0,3,0,3
36,4,2,1,0,532,1,0,0,50,1,0,3,0,3
35,9,0,1,0,84,1,1,0,954,1,0,3,1,3
36,0,1,1,0,788,1,0,0,403,1,1,0,0,3
41,1,1,1,0,13,1,0,0,106,1,0,3,0,4
37,9,0,1,0,141,1,0,0,848,1,3,0,1,3
46,4,1,2,0,16,1,0,0,304,1,0,3,0,5
35,4,1,2,0,105,1,0,0,36,1,3,0,0,3
43,1,1,1,0,388,1,1,0,644,1,2,0,0,5
34,1,1,3,0,41,1,0,0,34,9,0,3,0,3
51,4,1,2,0,437,1,0,0,109,1,0,3,0,6
32,7,2,1,0,182,1,0,0,145,1,0,3,0,2
46,2,1,2,0,25204,1,1,0,72,1,0,3,0,5
30,9,1,1,0,616,1,0,0,19,1,0,3,0,2
40,4,1,2,0,-606,1,0,0,90,1,1,0,0,4
21,7,2,1,0,3033,1,0,0,347,1,0,3,0,0
34,0,0,1,0,0,1,0,0,153,1,0,3,0,3
34,1,1,1,0,-349,1,0,0,208,1,1,0,0,3
31,9,2,1,0,53,1,1,0,530,1,0,3,1,2
30,0,1,1,0,-150,1,0,0,174,1,1,0,0,2
40,4,0,2,0,69,1,0,0,503,2,2,0,0,4
33,0,1,2,0,281,1,0,0,257,1,1,0,0,3
27,2,1,3,0,345,1,1,0,465,1,4,0,0,1
40,5,1,1,0,102,0,0,0,168,1,0,3,0,4
24,1,2,1,0,27,1,0,0,404,1,2,0,0,1
32,1,2,1,0,53,1,0,0,153,1,2,0,0,2
44,4,2,2,0,3,1,0,0,147,1,0,3,0,5
35,0,0,1,0,-101,1,1,0,128,1,0,3,0,3
32,1,2,0,0,1137,1,1,0,274,1,0,3,0,2
39,4,2,2,0,1428,1,0,0,278,1,0,3,0,4
28,9,2,2,0,875,1,0,0,55,1,0,3,0,2
52,7,0,1,0,238,1,0,0,101,1,5,1,0,6
28,7,2,1,0,123,1,0,0,115,1,3,0,0,2
32,1,2,0,0,181,1,0,0,90,1,0,3,0,2
24,0,1,1,0,299,1,0,0,209,1,1,0,0,1
45,10,1,1,0,56,1,0,0,195,1,0,3,0,5
35,7,1,1,0,302,1,0,0,137,1,1,0,0,3
53,1,1,1,0,380,1,1,0,42,1,1,0,0,7
35,4,2,1,0,0,1,0,0,495,1,0,3,0,3
49,1,0,0,0,0,1,0,0,305,1,2,0,0,6
35,1,2,1,0,-441,1,0,0,151,1,0,3,0,3
26,1,2,1,0,0,1,0,0,340,1,0,3,0,1
28,8,2,2,0,471,1,0,0,209,1,0,3,0,2
34,9,0,1,0,8,1,0,0,569,2,0,3,0,3
44,4,1,2,0,1850,1,0,0,274,1,0,3,0,5
26,0,2,1,0,96,0,0,0,606,1,1,0,0,1
30,4,0,2,0,415,1,1,0,984,1,4,0,1,2
25,1,2,1,1,15,1,0,1,44,1,0,3,0,1
37,0,0,1,0,315,1,0,0,234,1,0,3,0,3
29,0,1,1,0,2,1,0,0,339,1,1,0,0,2
40,6,1,1,0,311,1,0,0,205,1,2,0,0,4
30,2,1,1,0,392,1,0,0,124,1,3,0,0,2
37,1,1,0,0,0,1,0,0,226,1,3,1,0,3
25,7,1,1,0,-97,1,0,0,143,1,0,3,0,1
39,1,1,1,0,854,1,1,0,181,1,0,3,0,4
44,2,1,1,0,860,1,1,0,96,2,5,0,0,5
32,9,2,1,0,6402,1,0,0,158,1,1,2,0,2
52,0,1,1,0,786,1,0,0,164,5,0,3,0,6
48,2,2,1,0,0,1,0,0,236,1,0,3,0,6
43,4,1,0,0,88,0,1,0,210,1,0,3,0,5
31,8,2,3,0,2882,1,0,0,158,2,0,3,0,2
36,0,2,1,0,245,1,0,0,159,1,0,3,0,3
44,1,1,0,0,513,1,0,0,338,4,0,3,0,5
34,9,1,1,0,134,1,0,0,159,1,0,3,0,3
37,0,2,1,0,465,1,1,0,116,1,0,3,0,3
39,7,1,0,0,0,0,0,0,49,2,3,0,0,4
40,1,1,1,0,1012,1,0,0,410,1,0,3,0,4
33,0,0,1,1,-18,1,0,0,244,1,3,0,0,3
53,2,1,2,0,54,1,1,0,123,1,1,0,0,7
34,1,1,0,0,17946,1,0,0,258,9,0,3,0,3
46,7,0,1,0,281,1,1,0,267,1,0,3,0,5
34,0,1,1,0,4902,1,0,0,59,1,1,0,0,3
32,4,1,2,0,2218,1,0,0,37,2,0,3,0,2
30,4,0,2,0,477,1,0,1,186,1,0,3,0,2
31,3,2,2,0,399,1,0,0,333,1,0,3,0,2
25,8,2,2,0,505,1,0,0,37,1,0,3,0,1
36,1,1,0,0,59,1,0,0,225,2,0,3,0,3
43,10,1,0,0,9,1,1,0,472,1,0,3,0,5
43,10,1,0,0,9262,1,0,0,45,1,0,3,0,5
22,7,2,1,0,3,1,0,0,156,1,0,3,0,0
45,4,0,1,0,0,1,0,0,1079,3,0,3,0,5
32,9,0,1,0,0,1,0,0,94,1,0,3,0,2
37,9,1,1,0,83,1,0,0,68,1,1,0,0,3
28,1,1,0,0,60,1,0,0,161,1,1,0,0,2
23,7,1,1,0,83,1,0,0,199,1,1,0,0,1
38,4,2,2,0,171,1,1,0,60,1,3,0,0,4
47,2,1,3,0,1481,1,0,0,64,2,3,0,0,5
32,7,1,1,0,509,1,0,0,473,1,2,1,0,2
29,7,1,1,0,0,1,1,0,315,1,15,1,0,2
30,7,1,1,0,78,1,0,0,198,1,0,3,0,2
35,0,1,1,0,-244,1,1,0,118,1,0,3,0,3
55,1,1,0,0,1086,1,0,0,146,1,2,0,0,7
44,1,1,0,0,-298,1,0,0,296,1,0,3,0,5
42,0,1,1,0,1455,1,0,0,364,4,0,3,0,4
33,1,0,1,0,714,1,0,0,208,1,2,1,0,3
33,0,1,1,0,2468,1,1,0,84,1,4,0,0,3
34,4,0,2,0,-401,1,0,0,378,1,0,3,0,3
37,6,1,0,0,90,1,0,1,39,1,2,0,0,3
44,7,1,1,0,1864,1,0,1,10,1,0,3,0,5
41,9,1,2,0,-15,1,0,0,33,1,0,3,0,4
30,9,2,1,0,516,1,0,0,66,2,0,3,0,2
31,7,0,1,0,1016,1,0,0,20,1,1,0,0,2
51,6,1,0,0,106,1,0,1,217,1,5,0,0,6
31,10,2,1,0,209,1,0,0,193,1,0,3,0,2
34,2,1,2,0,0,1,0,0,611,1,1,0,1,3
33,1,1,1,0,0,1,1,0,155,5,0,3,0,3
39,4,1,1,0,-473,1,0,0,318,1,0,3,0,4
42,0,0,1,0,24,1,0,0,219,2,0,3,0,4
42,9,2,2,0,-380,1,0,0,413,1,1,1,0,4
31,1,2,1,0,1979,1,1,0,1205,1,0,3,1,2
29,1,1,1,0,751,1,0,0,211,1,5,2,0,2
32,9,2,1,0,-569,1,0,0,107,1,0,3,0,2
33,10,2,2,0,0,1,0,0,124,1,0,3,0,3
44,1,1,0,0,0,1,0,0,17,1,0,3,0,5
42,4,1,0,0,-679,1,1,0,159,1,2,0,0,4
26,4,2,2,0,1494,1,0,0,477,2,0,3,0,1
33,0,1,1,0,680,1,0,0,265,1,0,3,0,3
33,7,1,1,1,2,0,0,0,136,5,0,3,0,3
51,4,0,2,0,93,1,1,0,221,1,0,3,0,6
27,0,1,1,0,0,1,0,0,837,1,0,3,1,1
31,9,2,1,0,13,0,0,0,318,1,1,0,0,2
29,10,2,2,0,7,0,0,0,51,1,1,0,0,2
38,9,2,1,0,613,1,1,0,285,2,14,1,0,4
46,1,1,0,0,91,1,0,0,29,1,2,0,0,5
38,1,1,0,0,689,1,0,0,585,2,2,0,0,4
51,6,0,0,0,10924,0,0,0,106,2,0,3,0,6
